OBJECTID,ALTERNATE,ROUTENAME,COMMENTS,ALTERNATEFREQUENCYCOMMENT,ROUTENO,BUSROUTE,SHAPE_Length,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,FREQUENTNETWORKFLAG
371,PINEVIEW,PINEVIEW,,,5,,268.812550256748,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
372,PINEVIEW,PINEVIEW,,,5,,40.2607926664918,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
373,PINEVIEW,PINEVIEW,,,5,,171.004478833651,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
374,PINEVIEW,PINEVIEW,,,5,,103.06886960258,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
375,PINEVIEW,PINEVIEW,,,5,,185.056921676726,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
376,PINEVIEW,PINEVIEW,,,5,,335.906639163333,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
377,PINEVIEW,PINEVIEW,,,5,,72.2122452309272,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
378,PINEVIEW,PINEVIEW,,,5,,150.251445202096,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
379,PINEVIEW,PINEVIEW,,,5,,410.992390838633,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
380,PINEVIEW,PINEVIEW,,,5,,345.58833627037,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
381,PINEVIEW,PINEVIEW,,,5,,104.612615681433,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
382,PINEVIEW,PINEVIEW,,,5,,44.7633589690383,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
383,PINEVIEW,PINEVIEW,,,5,,501.283561728373,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
384,PINEVIEW,PINEVIEW,,,5,,87.3543134619957,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
385,PINEVIEW,PINEVIEW,,,5,,123.391334793355,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
386,PINEVIEW,PINEVIEW,,,5,,144.850169932982,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
387,PINEVIEW,PINEVIEW,,,5,,28.5003731569712,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
388,PINEVIEW,PINEVIEW,,,5,,97.6467546762871,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
389,PINEVIEW,PINEVIEW,,,5,,36.2812176317906,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
390,PINEVIEW,PINEVIEW,,,5,,40.5470780156359,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
391,PINEVIEW,PINEVIEW,,,5,,172.679535293674,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
392,PINEVIEW,PINEVIEW,,,5,,366.347009962093,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
393,PINEVIEW,PINEVIEW,,,5,,62.3600635444565,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
394,PINEVIEW,PINEVIEW,,,5,,139.355964594539,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
395,PINEVIEW,PINEVIEW,,,5,,77.140034086983,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
396,PINEVIEW,PINEVIEW,,,5,,91.6010006720141,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
397,PINEVIEW,PINEVIEW,,,5,,63.3856797166137,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
398,PINEVIEW,PINEVIEW,VERSATILE,,5,,70.2334833612344,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
399,PINEVIEW,PINEVIEW,VERSATILE,,5,,85.2269475855075,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
400,PINEVIEW,PINEVIEW,VERSATILE,,5,,51.1544998283857,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
401,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,74.3119812743782,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
402,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,60.6374457129969,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
403,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,48.5337949900491,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
404,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,163.706785609384,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
405,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,216.332956737981,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
406,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,198.86925190342,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
407,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,251.862209218029,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
408,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,47.7358247588744,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
409,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,184.37401967396,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
410,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,26.8039703473658,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
411,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,73.5511547622128,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
412,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,102.709333822057,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
413,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,451.815405973685,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
414,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,189.356192593325,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
415,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,48.1765730611332,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
416,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,139.565718788792,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
417,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,226.147022232962,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
418,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,197.113416353102,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
419,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,11.5319360313071,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
420,DALLAS,DALLAS,,,17,,538.590589142151,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
421,DALLAS,DALLAS,,,17,,5367.54139798004,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
422,PINEVIEW,PINEVIEW,VERSATILE,,5,,43.1019652503477,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
423,PINEVIEW,PINEVIEW,VERSATILE,,5,,1460.9408348768,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
424,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,16.8860718391887,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
425,PINEVIEW,PINEVIEW,,,5,,92.8092082514057,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
426,PACIFIC WAY,PACIFIC WAY,,,4,,77.140034086983,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
427,PACIFIC WAY,PACIFIC WAY,,,4,,92.8092082514057,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
428,YELLOWHEAD,YELLOWHEAD,,,13,,195.712470900562,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
429,YELLOWHEAD,YELLOWHEAD,,,13,,174.871778179702,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
430,YELLOWHEAD,YELLOWHEAD,,,13,,62.5638363240702,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
431,YELLOWHEAD,YELLOWHEAD,,,13,,71.0645928589778,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
432,YELLOWHEAD,YELLOWHEAD,,,13,,757.575115680612,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
433,YELLOWHEAD,YELLOWHEAD,,,13,,1414.16244049783,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
434,YELLOWHEAD,YELLOWHEAD,,,13,,15.2899279356899,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
435,DALLAS,DALLAS,,,17,,170.723180082739,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
436,DALLAS,DALLAS,,,17,,2.87386264170619,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
437,WESTSYDE,WESTSYDE,,,3,,103.470010743886,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
438,WESTSYDE,WESTSYDE,,,3,,110.056900473826,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
439,WESTSYDE,WESTSYDE,,,3,,426.90291157009,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
440,WESTSYDE,WESTSYDE,,,3,,169.028843137843,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
441,WESTSYDE,WESTSYDE,,,3,,115.69857990777,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
442,WESTSYDE,WESTSYDE,,,3,,121.603798293498,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
443,WESTSYDE,WESTSYDE,,,3,,364.739271011718,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
444,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,154.033856732839,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
445,YELLOWHEAD,YELLOWHEAD,,,13,,84.9955005641077,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
446,YELLOWHEAD,YELLOWHEAD,,,13,,132.881551864681,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
447,YELLOWHEAD,YELLOWHEAD,,,13,,136.080009424575,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
448,YELLOWHEAD,YELLOWHEAD,,,13,,94.3176785568477,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
449,YELLOWHEAD,YELLOWHEAD,,,13,,151.806706271093,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
450,YELLOWHEAD,YELLOWHEAD,,,13,,205.626132401538,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
451,YELLOWHEAD,YELLOWHEAD,,,13,,69.2231395412742,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
452,YELLOWHEAD,YELLOWHEAD,,,13,,157.751302911756,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
453,YELLOWHEAD,YELLOWHEAD,,,13,,77.6697618043876,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
454,YELLOWHEAD,YELLOWHEAD,,,13,,115.479858563301,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
455,YELLOWHEAD,YELLOWHEAD,,,13,,208.375136354959,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
456,YELLOWHEAD,YELLOWHEAD,,,13,,160.433392625471,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
457,YELLOWHEAD,YELLOWHEAD,,,13,,94.8753953003773,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
458,YELLOWHEAD,YELLOWHEAD,,,13,,115.825613323723,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
459,YELLOWHEAD,YELLOWHEAD,,,13,,679.754638583327,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
460,YELLOWHEAD,YELLOWHEAD,,,13,,114.0005245027,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
461,YELLOWHEAD,YELLOWHEAD,,,13,,35.6991761809495,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
462,YELLOWHEAD,YELLOWHEAD,,,13,,624.661524591924,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
463,YELLOWHEAD,YELLOWHEAD,,,13,,126.378360198344,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
464,YELLOWHEAD,YELLOWHEAD,,,13,,194.924582858918,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
465,YELLOWHEAD,YELLOWHEAD,,,13,,37.2346175219657,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
466,YELLOWHEAD,YELLOWHEAD,,,13,,187.949810676965,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
467,YELLOWHEAD,YELLOWHEAD,,,13,,2761.59117542468,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
468,YELLOWHEAD,YELLOWHEAD,,,13,,203.303553434653,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
469,YELLOWHEAD,YELLOWHEAD,,,13,,178.67675570687,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
470,YELLOWHEAD,YELLOWHEAD,,,13,,41.1924816894179,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
471,YELLOWHEAD,YELLOWHEAD,,,13,,124.553009276067,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
472,YELLOWHEAD,YELLOWHEAD,,,13,,227.278810059246,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
473,YELLOWHEAD,YELLOWHEAD,,,13,,4706.5918225609,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
474,YELLOWHEAD,YELLOWHEAD,,,13,,382.430238156724,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
475,YELLOWHEAD,YELLOWHEAD,,,13,,3030.84691590877,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
476,YELLOWHEAD,YELLOWHEAD,,,13,,1543.70764181839,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
477,YELLOWHEAD,YELLOWHEAD,,,13,,1619.77036629542,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
478,YELLOWHEAD,YELLOWHEAD,,,13,,1744.58115333415,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
479,DALLAS,DALLAS,,,17,,653.635247056671,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
480,DALLAS,DALLAS,,,17,,1795.01531116046,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
481,DALLAS,DALLAS,,,17,,3231.50657020698,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
482,DALLAS,DALLAS,,,17,,179.181650735853,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
483,DALLAS,DALLAS,,,17,,363.395719507688,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
484,DALLAS,DALLAS,,,17,,222.224885720148,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
485,DALLAS,DALLAS,,,17,,1024.91025443884,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
486,DALLAS,DALLAS,,,17,,558.875061253847,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
487,DALLAS,DALLAS,,,17,,920.051482323337,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
488,DALLAS,DALLAS,,,17,,633.467649059083,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
489,DALLAS,DALLAS,,,17,,148.961993884592,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
490,DALLAS,DALLAS,,,17,,420.857573210798,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
491,DALLAS,DALLAS,,,17,,2628.3974904189,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
492,DALLAS,DALLAS,,,17,,549.052205295441,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
493,PACIFIC WAY,PACIFIC WAY,,,4,,12.4876835556569,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
494,PACIFIC WAY,PACIFIC WAY,,,4,,567.189330611124,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
495,PACIFIC WAY,PACIFIC WAY,,,4,,12.8627101624516,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
496,PACIFIC WAY,PACIFIC WAY,,,4,,284.695996632136,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
497,PACIFIC WAY,PACIFIC WAY,,,4,,10.989550545618,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
498,PACIFIC WAY,PACIFIC WAY,,,4,,444.19647826547,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
499,PACIFIC WAY,PACIFIC WAY,,,4,,14.1227733000823,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
500,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,121.087191343475,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
501,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,382.180280750824,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
502,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,168.38947567176,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
503,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,158.220446132441,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
504,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,181.87955260205,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
505,PACIFIC WAY,PACIFIC WAY,,,4,,409.772060343807,,,CCARRELLI,2018-05-10T17:04:56.000Z,NO
506,PACIFIC WAY,PACIFIC WAY,,,4,,64.2152131936481,,,CCARRELLI,2018-05-10T17:03:42.000Z,YES
507,PACIFIC WAY,PACIFIC WAY,,,4,,339.182691216099,,,CCARRELLI,2018-05-10T16:54:43.000Z,YES
508,PACIFIC WAY,PACIFIC WAY,,,4,,36.1628176918215,,,CCARRELLI,2018-05-10T17:05:14.000Z,NO
509,PACIFIC WAY,PACIFIC WAY,,,4,,278.721746566156,,,CCARRELLI,2018-05-10T16:54:43.000Z,YES
510,PACIFIC WAY,PACIFIC WAY,,,4,,473.380122926578,,,CCARRELLI,2018-05-10T16:57:48.000Z,YES
511,PINEVIEW,PINEVIEW,,,5,,75.9104929047256,,,CCARRELLI,2018-05-10T16:54:43.000Z,YES
512,PINEVIEW,PINEVIEW,,,5,,318.253711137918,,,CCARRELLI,2018-05-10T16:57:08.000Z,YES
513,PINEVIEW,PINEVIEW,,,5,,229.893202499624,,,CCARRELLI,2018-05-10T16:54:43.000Z,YES
514,PINEVIEW,PINEVIEW,,,5,,48.8035525804509,,,CCARRELLI,2018-05-10T16:54:43.000Z,YES
515,PINEVIEW,PINEVIEW,,,5,,26.5074763137894,,,CCARRELLI,2018-05-10T16:54:43.000Z,YES
516,PINEVIEW,PINEVIEW,,,5,,64.2026682094167,,,CCARRELLI,2018-05-10T17:03:37.000Z,YES
517,PINEVIEW,PINEVIEW,,,5,,269.508059396628,,,CCARRELLI,2018-05-10T17:00:36.000Z,NO
518,PINEVIEW,PINEVIEW,,,5,,702.737189542878,,,CCARRELLI,2018-05-10T16:57:36.000Z,YES
519,PINEVIEW,PINEVIEW,,,5,,237.075115390317,,,CCARRELLI,2018-05-10T16:54:43.000Z,YES
520,PINEVIEW,PINEVIEW,VERSATILE,,5,,135.268021792691,,,CCARRELLI,2018-05-10T16:56:49.000Z,YES
521,PINEVIEW,PINEVIEW,VERSATILE,,5,,197.409230539627,,,CCARRELLI,2018-05-10T16:56:20.000Z,YES
522,PINEVIEW,PINEVIEW,VERSATILE,,5,,55.5536275279537,,,CCARRELLI,2018-05-10T16:56:34.000Z,YES
523,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,325.108660411886,,,CCARRELLI,2018-05-10T16:55:30.000Z,YES
524,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,79.8183502061166,,,CCARRELLI,2018-05-10T16:55:30.000Z,YES
525,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,312.952070249729,,,CCARRELLI,2018-05-10T16:55:38.000Z,YES
526,ALTERNATE,DALLAS,MORNING,,17,,5116.54550459907,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
527,ALTERNATE,DALLAS,EVENING AND SUNDAY,,17,,4675.83599458222,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
528,DALLAS,DALLAS,,,17,,349.262637714569,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
529,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,250.711433643824,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
530,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,49.4984200190759,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
531,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,53.8746621316547,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
532,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,592.482418794263,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
533,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,105.739863706426,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
534,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,290.219780145439,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
535,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,196.294796744224,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
536,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,159.091963075416,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
537,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,66.4919377588679,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
538,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,50.3155158795144,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
539,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,192.882040760779,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
540,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,242.20831241423,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
541,CITY LOOP,CITY LOOP,,,6,,416.287909952566,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
542,CITY LOOP,CITY LOOP,,,6,,300.615976495233,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
543,YELLOWHEAD,YELLOWHEAD,,,13,,1.33232046174219,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
544,YELLOWHEAD,YELLOWHEAD,,,13,,0.191813631865996,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
545,PACIFIC WAY,PACIFIC WAY,,,4,,137.1622033457,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
546,PACIFIC WAY,PACIFIC WAY,,,4,,203.54763738977,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
547,DALLAS,DALLAS,,,17,,141.038529802845,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
548,DALLAS,DALLAS,,,17,,130.265068005026,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
549,DALLAS,DALLAS,,,17,,1795.01531116046,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
550,DALLAS,DALLAS,,,17,,5367.54139798004,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
551,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,2119.96814509555,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
552,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,119.376967958015,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
553,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,107.761096119434,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
554,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,44.1449977988941,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
555,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,69.177957234658,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
556,WESTSYDE,WESTSYDE,,,3,,80.3251553964511,,,CCARRELLI,2018-05-10T16:45:14.000Z,YES
557,WESTSYDE,WESTSYDE,,,3,,128.308516052133,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
558,WESTSYDE,WESTSYDE,,,3,,81.6534302882552,,,CCARRELLI,2018-05-10T16:43:15.000Z,YES
559,WESTSYDE,WESTSYDE,,,3,,128.769328237435,,,CCARRELLI,2018-05-10T16:40:14.000Z,YES
560,WESTSYDE,WESTSYDE,,,3,,266.821472736129,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
561,WESTSYDE,WESTSYDE,,,3,,250.609666611304,,,CCARRELLI,2018-05-10T16:38:30.000Z,YES
562,WESTSYDE,WESTSYDE,,,3,,104.940485306965,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
563,WESTSYDE,WESTSYDE,,,3,,185.894557831341,,,CCARRELLI,2018-05-10T16:40:05.000Z,YES
564,WESTSYDE,WESTSYDE,,,3,,15.3752997895832,,,CCARRELLI,2018-05-10T16:44:35.000Z,YES
565,WESTSYDE,WESTSYDE,,,3,,60.4830662399423,,,CCARRELLI,2018-05-10T16:46:03.000Z,YES
566,WESTSYDE,WESTSYDE,,,3,,51.5544600063725,,,CCARRELLI,2018-05-10T16:45:24.000Z,YES
567,WESTSYDE,WESTSYDE,,,3,,8.4929513445727,,,CCARRELLI,2018-05-10T16:39:16.000Z,YES
568,WESTSYDE,WESTSYDE,,,3,,50.9588791572459,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
